A New Edition of JAMA is Available (bioethicscom),http://news.feedzilla.com/en_us/stories/science/421904245?client_source=api&format=json,"JAMA (Volume 313, No. 4, January┬á2015) is now available online by subscription
only. Articles include: ""Ethical Testing of Experimental Ebola Treatments"" by
Morenike Oluwatoyin Folayan, et al. ""Ethical Testing of Experimental Ebola
Treatments"" by Steve Kanters, et al. ""Ethical Testing ÔÇª Read More

"
"AT&amp;T To Match Google Fiber In Kansas City, Charge More If You Want Privacy",http://slashdot.org/story/15/02/17/0025237/att-to-match-google-fiber-in-kansas-city-charge-more-if-you-want-privacy,yro
Brian J. Ford's Aquatic Dinosaurs Claim Holds No Water (Scientific American),http://news.feedzilla.com/en_us/stories/science/421907123?client_source=api&format=json,"Via bizarre and unexpected circumstances I recently* found myself secretly and
furtively attending a lecture by Brian J. Ford. Ford is a British author and
researcher who dabbles widely in matters of...


-- Read more on ScientificAmerican.com

"
"By Degrees: In Climate Change, WhatÔÇÖs in a Name? (NY Times)",http://news.feedzilla.com/en_us/stories/science/421920417?client_source=api&format=json,"For those opposing the science surrounding the issue, are they ÔÇ£climate
deniersÔÇØ or merely ÔÇ£skepticsÔÇØ? And what about ÔÇ£warmistasÔÇØ vs. ÔÇ£lukewarmersÔÇØ?







"
Canada's Next-Generation Military Smart Gun Unveiled,http://slashdot.org/story/15/02/16/1846247/canadas-next-generation-military-smart-gun-unveiled,news
Catching AlzheimerÔÇÖs before Memory Slips (Scientific American),http://news.feedzilla.com/en_us/stories/science/421874536?client_source=api&format=json,"Can a five-minute eye-tracking test warn of disease to come?


-- Read more on ScientificAmerican.com

"
Cellphone Start-Ups Handle Calls With Wi-Fi,http://slashdot.org/story/15/02/16/1627240/cellphone-start-ups-handle-calls-with-wi-fi,mobile
Clinical Trials May Under Report Side Effects of Cancer Drugs (bioethicscom),http://news.feedzilla.com/en_us/stories/science/421950355?client_source=api&format=json,"(Reuters) - Researchers may not realize how badly new cancer drugs make
patients feel because physicians donÔÇÖt always accurately report side effects,
suggests a new study. The comparison of side effects reported by patients and
their physicians in three separate ÔÇª Read More

"
Company Promises Positive Yelp Reviews For a Price; Yelp Sues,http://slashdot.org/story/15/02/16/1851210/company-promises-positive-yelp-reviews-for-a-price-yelp-sues,yro
Control what happens to your Facebook after you die (CBS News),http://news.feedzilla.com/en_us/stories/science/421904432?client_source=api&format=json,"With Facebook's new ""Legacy Contact,"" users can now designate an executor of
their online estates

"
"Dogs Understand Human Smiles, Scowls (Discovery)",http://news.feedzilla.com/en_us/stories/science/421911242?client_source=api&format=json,"With a brief glance, your dog can figure out your mood.

"
"Furry forerunners: Jurassic arboreal, burrowing mammals unearthed (reuters)",http://news.feedzilla.com/en_us/stories/science/421945315?client_source=api&format=json,"WASHINGTON (Reuters) - It may not have been the most opportune time to be a
furry little critter, what with all those hungry dinosaurs and flying reptiles
hanging around. But early mammals still managed to make their mark during the
Jurassic Period.

"
"How ""Omnipotent"" Hackers Tied To NSA Hid For 14 Years and Were Found At Last",http://slashdot.org/story/15/02/16/2031248/how-omnipotent-hackers-tied-to-nsa-hid-for-14-years-and-were-found-at-last,yro
Inside the Mind of a Schizophrenic Through Virtual Reality,http://slashdot.org/story/15/02/16/1512224/inside-the-mind-of-a-schizophrenic-through-virtual-reality,science
Jess McDonald: Costs are mounting; no time to waste in climate battle (Duke),http://news.feedzilla.com/en_us/stories/science/421904662?client_source=api&format=json,"

"
Kim Dotcom's Lawyer Plays Down Megaupload Worker's Guilty Plea,http://slashdot.org/story/15/02/16/1624223/kim-dotcoms-lawyer-plays-down-megaupload-workers-guilty-plea,yro
Lowly Sponges Conceal Astounding Architecture (Scientific American),http://news.feedzilla.com/en_us/stories/science/421921113?client_source=api&format=json,"To look at a rock sponge, which usually has all the visual appeal of a potato,
you would never guess that inside lies the Notre Dame of animal skeletons.


-- Read more on ScientificAmerican.com

"
Mars One: Final 100 Candidates Selected,http://slashdot.org/story/15/02/16/1445253/mars-one-final-100-candidates-selected,science
Mysterious Martian Plumes Discovered By Amateur Astronomers,http://slashdot.org/story/15/02/16/223256/mysterious-martian-plumes-discovered-by-amateur-astronomers,science
Nearly 200 pilot whales stranded on New Zealand beach (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/422007530?client_source=api&format=json,"SYDNEY (AP) -- Nearly 200 pilot whales stranded themselves on New Zealand's
South Island on Friday, with hordes of rescuers rushing to the remote area in
a bid to guide them back to sea....

"
New Map Shows USA's Quietest Places,http://slashdot.org/story/15/02/16/2156236/new-map-shows-usas-quietest-places,science
New Particles Found at Large Hadron Collider (Scientific American),http://news.feedzilla.com/en_us/stories/science/421884915?client_source=api&format=json,"Two new ""baryons"" made of three quarks each are an exotic twist on normal
protons and neutrons


-- Read more on ScientificAmerican.com

"
New Science paper calculates magnitude of plastic waste going into the ocean (Eurekalert),http://news.feedzilla.com/en_us/stories/science/421919268?client_source=api&format=json,"(_University of Georgia_) How much mismanaged plastic waste is making its way
from land to ocean has been a decades-long guessing game. Now, the University
of Georgia's Jenna Jambeck and her National Center for Ecological Analysis and
Synthesis working group colleagues have put a number on the global problem.
Their study, reported in Science, found between 4.8 and 12.7 million metric
tons of plastic entered the ocean in 2010 from people living within 50
kilometers of the coastline.

"
New film footage reveals potential 'killer blow' to King Richard III (Eurekalert),http://news.feedzilla.com/en_us/stories/science/421975020?client_source=api&format=json,"(_University of Leicester_) A University of Leicester video shows injury on
inside of the skull.

"
PC-BSD: Set For Serious Growth?,http://slashdot.org/story/15/02/16/2355236/pc-bsd-set-for-serious-growth,bsd
Plant-based diet may reduce obese children's risk of heart disease (Eurekalert),http://news.feedzilla.com/en_us/stories/science/421801764?client_source=api&format=json,"(_Cleveland Clinic_) Obese children who begin a low-fat, plant-based vegan
diet may lower their risk of heart disease through improvements in their
weight, blood pressure, body mass index, cholesterol levels, insulin
sensitivity, and high-sensitivity C-reactive, according to Cleveland Clinic
research published online today by The Journal of Pediatrics.

"
Quantum-inspired art (Physicsworld),http://news.feedzilla.com/en_us/stories/science/421906762?client_source=api&format=json,"**Robert P Crease** drops in on an exhibition exploring how quantum physics
inspires graphic artists

"
Rough Seas Scuttle SpaceX Plans for Rocket Fly Back (Scientific American),http://news.feedzilla.com/en_us/stories/science/421921115?client_source=api&format=json,"The company had hoped to land the first stage of its Falcon 9 rocket on a
robotic barge as part of its effort to develop fully reusable rockets


-- Read more on ScientificAmerican.com

"
Rutgers-led team makes stride in explaining 30-year-old 'hidden order' physics mystery (Eurekalert),http://news.feedzilla.com/en_us/stories/science/421919279?client_source=api&format=json,"A new explanation for a type of order, or symmetry, in an exotic material made
with uranium is a major step toward explaining a puzzle that physicists
worldwide have been struggling with for 30 years. This 'hidden order' appears
as a subtle change in the material's electrical and magnetic properties when
the material is cooled to 17.5 degrees above absolute zero or lower -- a bone-
chilling minus 428 degrees Fahrenheit.

"
Sweet Science: Dancing Conversation Hearts (Scientific American),http://news.feedzilla.com/en_us/stories/science/421949496?client_source=api&format=json,"A Valentine's Day chemistry challenge from Science Buddies


-- Read more on ScientificAmerican.com

"
Telescopic Contact Lenses Unveiled,http://slashdot.org/story/15/02/16/1840227/telescopic-contact-lenses-unveiled,technology
The Most Unique Rocket Launch YouÔÇÖll Ever See (Universe Today),http://news.feedzilla.com/en_us/stories/science/421899972?client_source=api&format=json,"Have you ever heard of a girandola? I had not until we came across this video
-- which is pretty incredible! This might be one of the most unique things
I've ever seen. (...)Read the rest of The Most Unique Rocket Launch You'll
Ever See (114 words) ┬® nancy for Universe Today, 2015. | Permalink [ÔÇª]

"
The Software Revolution,http://slashdot.org/story/15/02/16/2332217/the-software-revolution,technology
Two New Male Birth Control Chemicals In Advanced Stages,http://slashdot.org/story/15/02/16/1728219/two-new-male-birth-control-chemicals-in-advanced-stages,science
Wheel of Time TV Pilot Producers Sue Robert Jordan's Widow For Defamation,http://slashdot.org/story/15/02/16/1955215/wheel-of-time-tv-pilot-producers-sue-robert-jordans-widow-for-defamation,yro
